company_name,company_number,company_type,incorporation_date,nature_of_business,registered_office_address,_score
TRADACE LTD,10753358,ltd,04-05-2017,"[46900, 66300]",32 Prince Road South Norwood England SE25 6NW,6.5
JBW CAPITAL LIMITED,09635994,ltd,12-06-2015,[66300],107 East Street Hereford United Kingdom HR1 2LW,6.5
AYLIM CAPITAL INVESTMENTS LTD,10840035,ltd,28-06-2017,[66300],Berkeley Square House London England W1G 6BD,6.5
NEW MOUNTAIN CAPITAL (U.K.) LTD.,10783891,ltd,23-05-2017,[66300],"4th Floor,  16 Hanover Street Hanover Street London England W1S 1YD",6.5
DARCEY CAPITAL LIMITED,09784944,ltd,18-09-2015,[66300],The Field House Wooburn Green England SL8 5JJ,6.5
BERNEL LTD,09635805,ltd,12-06-2015,[66300],63 Millbrook Road Carlisle CA3 0EU,6.5
QUANTIC EAGLE LTD,14897160,ltd,26-05-2023,"[66190, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,6.5
PILOTIS HOLDING LTD,14631572,ltd,01-02-2023,"[64204,64304,66300, 68320]",410 Point West Building Cromwell Road London England SW7 4XN,6.5
DREADNOUGHT LIMITED,10914094,ltd,14-08-2017,[66300],60 Seren Park Gardens London United Kingdom SE3 7RP,6.5
CONSET CAPITAL LTD,10797299,ltd,01-06-2017,[66300],Birchin Court London England EC3V 9DJ,6.5
TANGENCY CAPITAL SERVICES LTD,11011809,ltd,13-10-2017,[66300],125 Old Broad Street London England EC2N 1AR,6.5
SEEFO CAP (I) LTD,15273399,ltd,09-11-2023,"[64205,64303,66300, 68100]",128 City Road London United Kingdom EC1V 2NX,6.5
ESMOND CAPITAL LTD,10842902,ltd,29-06-2017,[66300],5 Stratford Place London England W1C 1AX,6.5
MTE ASSET MANAGEMENT LTD,12250469,ltd,08-10-2019,"[64304, 66300]",20-22 Wenlock Road London England N1 7GU,6.5
HOTSPUR CAPITAL PARTNERS LIMITED,10858818,ltd,10-07-2017,"[64303, 66300]",C/O Armstrong Watson 1st Floor Newcastle Upon Tyne United Kingdom NE1 4BX,6.5
MAWSAN QUEST LTD,09892408,ltd,27-11-2015,[66300],41 Randall Road Eastleigh England SO53 5AJ,6.5
INSIDE FOOTBALL SERVICE LTD,15305468,ltd,23-11-2023,"[66300,70221, 93199]",1b Rollesby Road Chessington England KT9 2BY,6.5
BIOSCIENCE MANAGERS UK LIMITED,10921802,ltd,18-08-2017,[66300],4th Floor 100 Fenchurch Street London United Kingdom EC3M 5JD,6.5
UNIVERSAL FINANCE AND INVESTMENT COMPANY LTD,13702431,ltd,25-10-2021,"[64301,64303, 66300]",3 Marshall Path London United Kingdom SE28 8DX,6.5
HELIX EQUITIES LIMITED,10685406,ltd,22-03-2017,[66300],22 Chancery Lane London England WC2A 1LS,6.5
CIFC ASSET MANAGEMENT EUROPE LTD,10930433,ltd,23-08-2017,[66300],"27 Knightsbridge,  6th Floor London England SW1X 7LY",6.5
SAB INCORPORATED (1955) ASSETS LTD.,14620337,ltd,27-01-2023,"[66300,68100,68209, 98000]",31 Belson Road London England SE18 5PU,6.5
ZEN RULE INVESTMENT MANAGEMENT (UK) LTD,09540245,ltd,14-04-2015,[66300],Apple Trees Kingswood KT20 6NE,6.5
BIRCHWOOD CAPITAL LIMITED,09879535,ltd,19-11-2015,[66300],3 Warners Mill Braintree England CM7 3GB,6.5
R6 HOLDINGS UNLIMITED,10969606,private-unlimited,19-09-2017,"[66300, 68100]",6 Ritherdon Road London United Kingdom SW17 8QD,6.5
AVIVA INVESTORS INFRASTRUCTURE INCOME NO.2B LIMITED,10891015,ltd,31-07-2017,[66300],80 Fenchurch Street London United Kingdom EC3M 4AE,6.5
SNOWCO INVESTMENTS LTD,09656243,ltd,25-06-2015,[66300],Suite 1 & 2 Marshall Business Centre Hereford United Kingdom HR4 9NS,6.5
AG INVESTMENT GROUP LTD,15022052,ltd,24-07-2023,"[64301,64991,66120, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,6.5
L1 UK PROPERTY PTY LTD,10785714,ltd,23-05-2017,[66300],10 Orange Street London United Kingdom WC2H 7DQ,6.5
COUNTRY AND CITY FINANCIALS UK LTD,15010610,ltd,18-07-2023,"[64205,64301,64303, 66300]",128 City Road London United Kingdom EC1V 2NX,6.5
ATLAS PROPERTY GROUP (SCOTLAND) LTD,SC715400,ltd,18-11-2021,"[41100,64306,66300, 68100]",12 Mcgarvie Drive Redding Scotland FK2 9FR,6.5
LGGP MANAGEMENT LIMITED,10962628,ltd,14-09-2017,[66300],One London England EC2R 5AA,6.5
NICHE ASSET MANAGEMENT LTD,10805355,ltd,06-06-2017,[66300],2nd Floor 17 Lennox Gardens London England SW1X 0DB,6.5
POLEN CAPITAL UK PARTNER LIMITED,12361375,ltd,12-12-2019,"[64304, 66300]",First Floor Offices London United Kingdom EC2N 2HE,6.5
VANGUARD CENTRE OF EXCELLENCE CIC,14940848,private-limited-guarant-nsc,16-06-2023,"[62090,66300,82990, 85590]",Flat 10 Evesham House London England NW8 0QX,6.5
OXX I (ENGLAND) LIMITED,10955433,ltd,11-09-2017,[66300],Brock House London England W1W 6BP,6.5
UNILEVER VENTURES (SLP) GENERAL PARTNER LIMITED,SC511957,ltd,30-07-2015,[66300],C/O Brodies Llp Capital Square Edinburgh EH3 8BP,6.5
PINNACLE INVESTMENT MANAGEMENT (UK) LIMITED,11026111,ltd,23-10-2017,[66300],C/O Norose Company Secretarial Services Ltd London United Kingdom SE1 2AQ,6.5
LEDGER CAPITAL LIMITED,09377220,ltd,07-01-2015,[66300],24 Tekels Avenue Camberley GU15 2LB,6.5
MACTAGGART FAMILY & PARTNERS LIMITED,10581509,ltd,24-01-2017,[66300],2 Babmaes Street London United Kingdom SW1Y 6HD,6.5
ALPHANE CAPITAL LIMITED,11078907,ltd,23-11-2017,[66300],8th Floor 71 Queen Victoria Street London England EC4V 4AY,6.5
HARKUS LTD,10546140,ltd,04-01-2017,"[64302, 66300]",208 Wellington Street Gravesend Kent United Kingdom DA12 1JG,6.5
EXCALIBUR INVESTMENTS LTD,SC498043,ltd,17-02-2015,[66300],15 Sinclair Terrace Wick Scotland KW1 5AB,6.5
BROKEN HILL INVESTMENT LIMITED,15279761,ltd,13-11-2023,"[64303,66300, 70229]",Unit 2 Popin Business Centre Wembley United Kingdom HA9 0HB,6.5
WHITEROCK FINANCE LIMITED,NI630529,ltd,07-04-2015,[66300],"8th Floor,  11-13 Gloucester Street Belfast Northern Ireland BT1 4LS",6.5
AZNAH LIMITED,12316750,ltd,15-11-2019,"[66300, 68209]",10 Sharon Road London England W4 4PD,6.5
APIARY MANAGING MEMBER LTD,11044566,ltd,02-11-2017,[66300],6 Warwick Street London United Kingdom W1B 5LX,6.5
DELTA CAPITAL MANAGEMENT LIMITED,13767933,ltd,26-11-2021,"[64301,64303, 66300]",One Canada Square London England E14 5DY,6.5
MAGNECORDE LTD,12381834,ltd,31-12-2019,"[64304,66300, 68100]",C/O Chesterton House Accounting Services Llp Loughborough United Kingdom LE11 1UW,6.5
WEALTH TRADING LIMITED,10968854,ltd,18-09-2017,"[66300, 85590]",157 Beacon Park Road Plymouth United Kingdom PL2 2QR,6.5
NEW SPARTA ENERGY LIMITED,09476767,ltd,09-03-2015,[66300],Willowdene Worcester England WR5 3EU,6.5
ROSERNE CAPITAL LIMITED,09854422,ltd,03-11-2015,[66300],3 Warners Mill Braintree England CM7 3GB,6.5
TIEBE LIMITED,10609397,ltd,08-02-2017,[66300],50 Scarsdale Villas London England W8 6PP,6.5
SION GROUP LTD,14657887,ltd,13-02-2023,"[62020,66300,71122, 96090]",20-22 Wenlock Road London England N1 7GU,6.5
HORSFALL FINANCIAL SERVICES LIMITED,09600850,ltd,20-05-2015,[66300],5 & 6 Manor Court Scarborough England YO11 3TU,6.5
SHARE CREDIT INVESTMENT LIMITED,09579739,ltd,07-05-2015,[66300],72 Turnpike Link Croydon England CR0 5NY,6.5
BLUE OCEAN INVESTMENT PARTNERS LIMITED,11107541,ltd,12-12-2017,[66300],Flat 1002 9 Steedman Street London United Kingdom SE17 3BA,6.5
TONY FENTON & SONS WEALTH MANAGEMENT LIMITED,09746771,ltd,25-08-2015,[66300],Lancaster House Ackhurst Business Park Chorley England PR7 1NY,6.5
KERENDE GOLD CORP LIMITED,10706278,ltd,03-04-2017,"[64209, 66300]",Control Tower Winkleigh England EX19 8DW,6.5
LION STORE LTD.,15308758,ltd,27-11-2023,"[46190,46420,46499, 66300]",2 Frederick Street London United Kingdom WC1X 0ND,6.5
RIVERSIDE CAPITAL FUND MANAGERS LIMITED,09410254,ltd,28-01-2015,[66300],Seebeck House 1 Seebeck Place Milton Keynes United Kingdom MK5 8FR,6.5
LIMITLESS INVEST LTD,13292455,ltd,25-03-2021,"[64301,64991,66300, 68100]",Ground Floor Office 2 Carnegie Court The Broadway Slough England SL2 3PQ,6.5
SECRETARY & CORPORATE SUPPORT LTD,16448461,ltd,13-05-2025,"[66300,70229,82110, 82990]",Suite 3h - The Old Courthouse Dukinfield United Kingdom SK16 4DT,6.5
TALOMON CAPITAL LIMITED,10572980,ltd,19-01-2017,[66300],5 Bolton Street London United Kingdom W1J 8BA,6.5
TENFIFTY CAPITAL GROUP LIMITED,16660508,ltd,19-08-2025,"[64999,66300, 82990]",10 Queen Street Place London United Kingdom EC4R 1AG,6.5
RESCAO LIMITED,16697706,ltd,05-09-2025,"[64209,66300,70229, 74909]",50 Princes Street Ipswich England IP1 1RJ,6.5
POINTFIELD ADVISORY T/A POINTFIELD ACCOUNTANTS LIMITED,16641510,ltd,11-08-2025,"[66300,69201,69203, 70221]","Flat 31 Flat 31,  Salgado Apartments,  Eastman Village,  East Harrow United Kingdom HA1 4BQ",6.5
THE RD GROUP HOLDING LTD,16678098,ltd,28-08-2025,"[64205,64301,66300, 70221]",117-119 Station Road Edgware England HA8 7JG,6.5
WILLIAMS DIGITAL ASSETS LTD,16716574,ltd,15-09-2025,"[62090,64999,66300, 82990]",61 Victoria Park Colwyn Bay Wales LL29 7AJ,6.5
297MM LIMITED,14832945,ltd,27-04-2023,"[64304,66300,68100, 68209]",1 Triton Square London England NW1 3DX,6.5
ALDETR LTD,15063306,ltd,10-08-2023,"[58290,62012,64991, 66300]","Unit 501 Leroy House,  434-436 Essex Road London United Kingdom N1 3FY",6.5
TENTEN INVESTMENTS LTD,10591126,ltd,30-01-2017,[66300],"One London Wall,  4th Floor 1 London Wall London England EC2Y 5EA",6.5
GAD MANAGEMENT LTD,09886896,ltd,24-11-2015,[66300],70 High Drive New Malden England KT3 3UB,6.5
FUTURE 30 GLOBAL LTD,13396874,ltd,14-05-2021,"[64999, 66300]",52 Debden Road Saffron Walden England CB11 4AB,6.5
A KNIGHTS MANAGEMENT CONSULTING LIMITED,09589655,ltd,13-05-2015,[66300],Knoll House Camberley United Kingdom GU15 3SY,6.5
MEI FLOWER INTERNATIONAL HOLDINGS LTD,13695230,ltd,21-10-2021,"[46450,46480,66300, 68100]",37 Croydon Road Beckenham United Kingdom BR3 4AB,6.5
FAIRMONT INVESTMENT MANAGEMENT LIMITED,10605099,ltd,07-02-2017,[66300],33 Cavendish Square London United Kingdom W1G 0PW,6.5
UNITED DEVELOPMENT COOPERATIVES (UNI-COOP) GROUP HOLDING LTD,16677213,ltd,28-08-2025,"[66110,66120,66190, 66300]",16677213 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH,6.5
BRANTHAM COURT INVESTMENTS LIMITED,16514199,ltd,12-06-2025,"[64205,64999,66110, 66300]",82a 82 James Carter Road Mildenhall England IP28 7DE,6.5
WINWESTOR CONSULTANTS LIMITED,16304178,ltd,10-03-2025,"[62020,64301,66300, 70229]",19 Cotton Hill Bromley England BR1 5RT,6.5
RADIANTE UK LIMITED,15313634,ltd,28-11-2023,"[66300, 70221]",C/O Tmf Group 13th Floor London United Kingdom EC2R 7HJ,6.5
RAIDER ASSET MANAGEMENT LTD,15246342,ltd,30-10-2023,"[64303,64304,64991, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,6.5
ASPENROCK LTD,10722957,ltd,12-04-2017,"[66300, 68209]",The Grain Store 2 Signet Hill Barns Burford United Kingdom OX18 4JE,6.5
MLFC LTD,14761801,ltd,27-03-2023,"[64991,66300,68100, 68209]",43 Overstone Road London United Kingdom W6 0AD,6.5
CRYPTINIX TRADING GLOBAL LTD,16344865,ltd,26-03-2025,"[64301,66120,66300, 70229]",Flat 62 Block B Oxford England OX1 1AE,6.5
RHEA CAPITAL LIMITED,10800628,ltd,02-06-2017,[66300],58 Cobden Road London England E11 3PE,6.5
ADMINISTRATIVE SERVICES INTERNATIONAL LIMITED,09393496,ltd,16-01-2015,[66300],18 School Road Sale England M33 7XP,6.5
EUROPA GENERATION LIMITED,10771479,ltd,15-05-2017,[66300],5th Floor 42 Berners Street London England W1T 3ND,6.5
VIDEO TRIPPER LTD,14810620,ltd,18-04-2023,"[47910,63990,66300, 73110]",40 Farnborough Avenue London United Kingdom E17 6HX,6.5
ISI INVESTMENTS LTD,09897864,ltd,02-12-2015,[66300],37 Ulleswater Street Bolton United Kingdom BL1 8LR,6.5
BLUE WHALE INVESTMENT MANAGEMENT LIMITED,10931669,ltd,24-08-2017,[66300],21-22 Grosvenor Street London England W1K 4QJ,6.5
STEAD INVESTMENTS LIMITED,11088640,ltd,29-11-2017,[66300],99 Napier Court Ranelagh Gardens London United Kingdom SW6 3XA,6.5
W8 WEALTH LIMITED,10678664,ltd,20-03-2017,[66300],C/O Rayner Essex Llp Tavistock House South London United Kingdom WC1H 9LG,6.5
AZS FINANCE LTD,13202447,ltd,15-02-2021,"[66300,68100,68209, 69201]",2 Sketty Road Enfield United Kingdom EN1 3SE,6.5
GENEVA WEALTH LIMITED,09572386,ltd,01-05-2015,[66300],Rivers Lodge Harpenden England AL5 2JD,6.5
QUANTUM REAL ESTATE PARTNERS LTD,16761915,ltd,03-10-2025,"[66300,68320, 70229]",Suite 212 Butlers Wharf Building London England SE1 2YE,6.5
SALT PROJECTS CORNWALL LTD,11883408,ltd,14-03-2019,"[66300,82301, 90030]","Unit 3 Building B Green Court,  Truro Business Park Truro England TR4 9LF",6.5
AUSTERE LTD,16795148,ltd,20-10-2025,"[64991,64999, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,6.5
MATIFBOAT LTD,16773535,ltd,09-10-2025,"[64999,66210, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,6.5
CHEFS ON MOVE LTD,12029968,ltd,03-06-2019,"[56210,66300, 68100]","Anuyu Hair And Beauty Ltd,  126 A Hounslow England TW3 1UG",6.5
WHITEOAK PARTNERSHIP LIMITED,16506169,ltd,09-06-2025,"[64209,64304,66300, 82990]",2 Statham Court Macclesfield England SK11 6XN,6.5
CAVAN ASSET MANAGEMENT (UK) LIMITED,16517941,ltd,13-06-2025,"[64209,64999, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,6.5
IVERSON AND CO. LIMITED,16638873,ltd,08-08-2025,"[64991,66190, 66300]",128 City Road London United Kingdom EC1V 2NX,6.5
FIVE PILLARS CONSULT LIMITED,16604458,ltd,24-07-2025,"[66300,69201,70221, 78300]",35 Scotney Drive Greenhithe England DA9 9ZS,6.5
DIRECT ACCOUNTING SOLUTIONS LIMITED,09743498,ltd,21-08-2015,[66300],09743498 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH,6.5
ALETHEUM PARTNERS (UK) LTD,16817990,ltd,29-10-2025,"[64303,66190, 66300]",Aletheum Partners Liberty House London United Kingdom W1B 5TR,6.5
DL BAY INVESTMENTS,SC450999,private-unlimited,28-05-2013,[66300],6 St. Colme Street Edinburgh EH3 6AD,6.5
CLARA-PENSIONS LIMITED,10925368,ltd,21-08-2017,[66300],Myo St Paul's London United Kingdom EC4M 9AF,6.5
REGAL CAPITAL MANAGEMENT LTD,15117684,ltd,06-09-2023,"[66300,70221, 70229]",101 Gordon Crescent Croydon England CR0 6NU,6.5
GCC ASSETS HOLDING COMPANY LTD,16889709,ltd,03-12-2025,"[64205,66190, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,6.5
ACMR CAPITAL MANAGEMENT LIMITED,10873902,ltd,19-07-2017,[66300],9 Argyll Street London England W1F 7TG,6.5
RESOLUTIO MUNDI LIMITED,16819786,ltd,30-10-2025,"[62020,66300,68310, 70229]",Unit 82a James Carter Road Bury St. Edmunds England IP28 7DE,6.5
TRD HOLDING INVESTMENT LTD,16828793,ltd,03-11-2025,"[64209,64999, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,6.5
SD HARMONY INVEST LIMITED,16339170,ltd,24-03-2025,"[64209,64303,66300, 70229]","7 Copperfield Road,  Coventry West Midlands,  England United Kingdom CV2 4AQ",6.5
DN PRIVATE EQUITY CANARY WHARF LIMITED,13817321,ltd,24-12-2021,"[66300,68100, 68209]",8a Electric Avenue London England SW9 8JX,6.5
TRISPAN SERVICES (UK) LTD,09592138,ltd,14-05-2015,[66300],4th Floor Phoenix House Reading United Kingdom RG1 1NB,6.5
BOWMORE INVESTMENTS LIMITED,09924895,ltd,21-12-2015,[66300],Bowmore Lytham St Annes United Kingdom FY8 4LQ,6.5
KCC INITIAL LP 1 LIMITED,09917805,ltd,15-12-2015,[66300],Sessions House Maidstone United Kingdom ME14 1XQ,6.5
EQUITIX NO. 5 LIMITED,10972596,ltd,20-09-2017,[66300],"3rd Floor,  South Building,  London England EC1A 4HD",6.5
BAMBOO PANDA LTD,09578749,ltd,07-05-2015,[66300],Suite 4 St Georges Lodge Bath England BA2 3NE,6.5
STATION 12 ASSET MANAGEMENT LIMITED,10596368,ltd,02-02-2017,[66300],295 Chiswick High Road 295 Chiswick High Road London England W4 1HH,6.5
SOLUS CAPITAL PARTNERS LTD,11011171,ltd,12-10-2017,[66300],128 City Road London United Kingdom EC1V 2NX,6.5
CIOSF GENERAL PARTNER LIMITED,09501209,ltd,20-03-2015,[66300],First Floor Linea House Fleet England GU51 2UZ,6.5
SANCUS RETIREMENT PLANNING LIMITED,10976800,ltd,22-09-2017,[66300],71 Queen Victoria Street London England EC4V 4AY,6.5
MOOGSY LTD,12325343,ltd,20-11-2019,"[66300, 68209]",9 Berners Place London United Kingdom W1T 3AD,6.5
PEREGRINE & BLACK INVESTMENT MANAGEMENT LIMITED,09796196,ltd,26-09-2015,[66300],C/O Ashley Richmond Accountant Ltd Joel Street Northwood Hills England HA6 1NW,6.5
INNOVA CAPITAL LIMITED,09697757,ltd,22-07-2015,[66300],"3rd Floor,  St George's House Cheltenham United Kingdom GL50 3LG",6.5
VENICE WILLOW LIMITED,09885672,ltd,24-11-2015,[66300],Beckwith Barn Warren Estate Writtle England CM1 3WT,6.5
EDWARDS WALK LIMITED,09915603,ltd,14-12-2015,[66300],Beckwith Barn Warren Estate Chelmsford United Kingdom CM1 3WT,6.5
SANATELO LTD,12102966,ltd,15-07-2019,"[49320,62090, 66300]",71 Monkwood Close Romford England RM1 2NQ,6.5
ROSEVINE CAPITAL EQUITY LIMITED,10984481,ltd,27-09-2017,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,6.5
RISK END LTD,14899261,ltd,29-05-2023,"[66120,66300,85421, 85590]",86-90 Paul Street London England EC2A 4NE,6.5
CANTER HOLLAND MORTGAGES LIMITED,10872990,ltd,19-07-2017,"[64922, 66300]",16 Commerce Road Peterborough England PE2 6LR,6.5
ARDU LTD,NI634378,ltd,22-10-2015,[66300],46 Hill Street Belfast United Kingdom BT1 2LB,6.5
FROST INVESTMENT TECHNOLOGY LIMITED,09786965,ltd,21-09-2015,[66300],5 Lime Trees Avenue Llangattock Wales NP8 1LB,6.5
INVESTHOM LIMITED,09751380,ltd,27-08-2015,[66300],"Number Ten,  Elm Court Stratford-Upon-Avon United Kingdom CV37 6PA",6.5
SOCIETATE COMERCIALA BANCAR LTD,12143434,ltd,07-08-2019,"[64205,66110, 66300]",55 Listerhills Science Park Bradford England BD7 1HR,6.5
ANIS & AINA LIMITED,12316813,ltd,15-11-2019,"[66300, 68209]",29 Beaufort Road London England W5 3EB,6.5
FOMCAP IV (ENGLAND) LIMITED,10951636,ltd,07-09-2017,[66300],4 Matthew Parker Street London United Kingdom SW1H 9NP,6.5
COTSWOLD WEALTH SOLUTIONS LTD,09382341,ltd,09-01-2015,[66300],Eight Bells House Tetbury England GL8 8JG,6.5
WELLERS IMPACT KENYA ONE LIMITED,11103298,ltd,08-12-2017,[66300],65 Leadenhall Street London United Kingdom EC3A 2AD,6.5
JACHOPE OPTIONS LIMITED,10886385,ltd,27-07-2017,[66300],5 Estella House London United Kingdom W11 4DE,6.5
AMARSAT LTD,12381833,ltd,31-12-2019,"[64304,66300, 68100]",C/O Chesterton House Accounting Services Llp Loughborough United Kingdom LE11 1UW,6.5
GEMINION ASSET MANAGEMENT LIMITED,11098999,ltd,06-12-2017,[66300],Wessex House London United Kingdom SW1X 8ND,6.5
MINERVA MONEY MANAGEMENT LIMITED,09892504,ltd,27-11-2015,[66300],17a Shirwell Crescent Furzton Milton Keynes England MK4 1GA,6.5
SGW MANAGEMENT LTD,09449849,ltd,20-02-2015,[66300],10 Hall Walk Cottingham England HU16 4RL,6.5
PORTLAND HILL CAPITAL LIMITED,13138828,ltd,18-01-2021,"[64303,64991, 66300]",127 Commercial Road London England E1 1PX,6.5
KALEIDOSCOPE INVESTMENTS LIMITED,09440914,ltd,16-02-2015,[66300],55 Old Church Lane Stanmore United Kingdom HA7 2RG,6.5
VOR CAPITAL SERVICES LIMITED,10975057,ltd,21-09-2017,[66300],4th Floor 45-46 Berners Street London United Kingdom W1T 3NE,6.5
GRANULAR CAPITAL LTD,11088063,ltd,29-11-2017,[66300],4-5 Manchester Square London England W1U 3PD,6.5
DOYOS HOLDINGS LTD,15120846,ltd,06-09-2023,"[64991,66110,66120, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,6.5
JUNO PRIVATE WEALTH LTD,10974938,ltd,21-09-2017,[66300],The Sati Room London England W1G 0JR,6.5
IQCP III A1 LIMITED,11081869,ltd,24-11-2017,[66300],45 Whitfield Street London England W1T 4HD,6.5
RESI HOMES LIMITED,11796225,ltd,30-01-2019,"[66300, 68100]",5 New Street Square London England EC4A 3TW,6.5
SMART-BETA INVESTMENTS LIMITED,SC522207,ltd,10-12-2015,[66300],The Coach House Blanefield Scotland G63 9AU,6.5
BOLDHAVEN MANAGEMENT SERVICES LIMITED,11019916,ltd,18-10-2017,[66300],100 Wigmore Street 100 Wigmore Street London England W1U 3RN,6.5
BLUE WHALE ASSET MANAGEMENT LIMITED,10931720,ltd,24-08-2017,[66300],21-22 Grosvenor Street London England W1K 4QJ,6.5
ROSELLE CAPITAL LIMITED,11073614,ltd,21-11-2017,[66300],8 Holystone Court London E14 8GU,6.5
NORTON MANAGEMENT SERVICES LIMITED,09559581,ltd,24-04-2015,[66300],Smeckley Wood Close Chesterfield United Kingdom S41 9PZ,6.5
X. METAS. CAPITAL LTD,13750818,ltd,18-11-2021,"[46450,46480,64303, 66300]",Suite 302 4 Station Square Cambridge CB1 2GE,6.5
PROJIP CAPITAL VENTURES LIMITED,14762302,ltd,27-03-2023,"[66110,66190, 66300]",2 Lesney Park Road Erith United Kingdom DA8 3DN,6.5
ACE GLOBAL CORP LTD,15372638,ltd,28-12-2023,"[46170,46190,47810, 66300]",20 Wenlock Road London England N1 7GU,6.5
MCTURK LIMITED,16270653,ltd,24-02-2025,"[66300,70221,70229, 74100]","Scottish Provident House,  1st Floor Harrow United Kingdom HA1 1BQ",6.5
UNITED BUSINESS OF PANGEA LTD,16303289,ltd,10-03-2025,"[64301,66110,66300, 70221]","7 Copperfield Road,  Coventry West Midlands,  England United Kingdom CV2 4AQ",6.5
OASIS VENTURE CAPITAL LTD,13769846,ltd,29-11-2021,"[64205,64303,64991, 66300]",7 Copperfield Road Coventry CV2 4AQ,6.5
EARNBITE LIMITED,SC843659,ltd,02-04-2025,"[64301,66110,66300, 70221]","Office 1000 3 Fitzroy Place,  1/1 Sauchiehall Street Glasgow Central United Kingdom G3 7RH",6.5
TWO MAGNOLIAS SLP LIMITED,SC701337,ltd,11-06-2021,"[66300, 70221]",Exchange Tower Edinburgh United Kingdom EH3 8EH,6.5
RAFAAH CAPITAL LTD,16214333,ltd,28-01-2025,"[58290,66300, 70221]",124-128 City Road London England EC1V 2NX,6.5
COMMONWEALTH FOUNDATION,13663887,private-limited-guarant-nsc-limited-exemption,06-10-2021,"[64999,66300,82990, 84110]",13663887 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH,6.5
SWISS CONSULTANCY SERVICE LTD,SC850230,ltd,28-05-2025,"[64999,66300,68320, 70229]",17 Rotchell Road Dumfries United Kingdom DG2 7SE,6.5
ROC INTERNATIONAL LIMITED,10659444,ltd,08-03-2017,"[66300, 68100]",Izabella House 24-26 Regent Place Birmingham England B1 3NJ,6.5
AETNA INVESTMENTS MANAGEMENT LIMITED,16502228,ltd,06-06-2025,"[66300,78300, 82990]",167-169 Great Portland Street London United Kingdom W1W 5PF,6.5
INVESTEC INTERNATIONAL PRIVATE OFFICE LIMITED,10769279,ltd,13-05-2017,[66300],30 Gresham Street London England EC2V 7QP,6.5
ZCQT LTD,16337189,ltd,24-03-2025,"[64991,66300,70221, 70229]",C/O Elliot Woolfe & Rose Limited Stanmore United Kingdom HA7 1JS,6.5
DAN UK SERVICES LTD,16775039,ltd,09-10-2025,"[66300,70221,70229, 78200]",68 Addington Road Croydon England CR0 3LU,6.5
STRATEGEN ADVISORY LTD,13523126,ltd,21-07-2021,"[66300, 70229]",17 Harrison Avenue Longfield DA3 7BA,6.5
GRACECHURCH FAMILY OFFICE LTD,15167218,ltd,26-09-2023,"[66300, 70229]",20-22 Wenlock Road N1 7gu Wenlock Road London England N1 7GU,6.5
LONDON TREASURY LIMITED,11035820,ltd,27-10-2017,[66300],First Floor 330 Holborn Gate London England WC1V 7QH,6.5
