company_name,company_number,company_status,company_type,company_subtype,incorporation_date,registered_date,nature_of_business,registered_office_address,_drop_reason
12 FLAGS GLOBAL LIMITED,16704833,active,ltd,,09-09-2025,09-09-2025,[66300],Smithson Tower 9th Floor London England SW1A 1HA,only SIC 66300 + incorporated 2024 or later
THAMESIDE CAPITAL LIMITED,16148930,active,ltd,,23-12-2024,23-12-2024,[66300],33 Lawns Crescent Grays England RM17 6EZ,only SIC 66300 + incorporated 2024 or later
MCT UK HOLDINGS LTD.,16706802,active,ltd,,10-09-2025,10-09-2025,[66300],C/O Fieldfisher Riverbank House London United Kingdom EC4R 3TT,only SIC 66300 + incorporated 2024 or later
GLD INVESTMENTS LTD,NI733330,active,ltd,,15-09-2025,15-09-2025,[66300],32-38 Linenhall Street Belfast Northern Ireland BT2 8BG,only SIC 66300 + incorporated 2024 or later
STADIAKA LTD,16719106,active,ltd,,15-09-2025,15-09-2025,[66300],Spelsburydown House Dean United Kingdom OX7 3LD,only SIC 66300 + incorporated 2024 or later
FDC TRADE LTD,16724426,active,ltd,,17-09-2025,17-09-2025,[66300],"2nd Floor College House Ruislip,  United Kingdom HA4 7AE",only SIC 66300 + incorporated 2024 or later
CLARENDON INVESTMENT GROUP LIMITED,16721155,active,ltd,,16-09-2025,16-09-2025,[66300],20 Hollidays Road Huntingdon England PE28 3LP,only SIC 66300 + incorporated 2024 or later
API BRISTOL ZOO NO5 LIMITED,17048816,active,ltd,,23-02-2026,23-02-2026,[66300],29 York Street London United Kingdom W1H 1EZ,only SIC 66300 + incorporated 2024 or later
API BRISTOL ZOO NO8 LIMITED,17047322,active,ltd,,23-02-2026,23-02-2026,[66300],29 York Street London United Kingdom W1H 1EZ,only SIC 66300 + incorporated 2024 or later
API BRISTOL ZOO LIMITED,17048726,active,ltd,,23-02-2026,23-02-2026,[66300],29 York Street London United Kingdom W1H 1EZ,only SIC 66300 + incorporated 2024 or later
EIP LONDON LTD,16974324,active,ltd,,20-01-2026,20-01-2026,[66300],73 Cornhill London United Kingdom EC3V 3QQ,only SIC 66300 + incorporated 2024 or later
SIXTY7 CAPITAL LTD,16981697,active,ltd,,22-01-2026,22-01-2026,[66300],167-169 Great Portland Street London United Kingdom W1W 5PF,only SIC 66300 + incorporated 2024 or later
GSERDAN LTD,16985812,active,ltd,,25-01-2026,25-01-2026,[66300],197a Northfield Avenue London England W13 9QU,only SIC 66300 + incorporated 2024 or later
WEALTH MAX LIMITED,15906718,active,ltd,,20-08-2024,20-08-2024,[66300],Lawton Place Benover Road Maidstone England ME18 6AU,only SIC 66300 + incorporated 2024 or later
CEO EQUITY III LTD,14729958,active,ltd,,14-03-2023,14-03-2023,[66300],"2nd Floor, Heathmans House London United Kingdom SW6 4TJ",name pattern: roman-numeral fund series suffix
DRY LTD,17000495,active,ltd,,30-01-2026,30-01-2026,[66300],128 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
CREO CAPITAL INVESTMENTS LTD,17001467,active,ltd,,30-01-2026,30-01-2026,[66300],207 Blazer Court 28a St John's Wood Road London United Kingdom NW8 7JY,only SIC 66300 + incorporated 2024 or later
BEECHBROOK UK SME CO-INVESTMENT LIMITED,12996510,active,ltd,,04-11-2020,04-11-2020,[66300],93 Gloucester Place London United Kingdom W1U 6JQ,name pattern: co-invest vehicle
DRW ASSET MANAGEMENT UK LTD,17090565,active,ltd,,13-03-2026,13-03-2026,[66300],The Leadenhall Building London United Kingdom EC3V 4AB,only SIC 66300 + incorporated 2024 or later
MARSAXLOKK CAPITAL LTD,16120479,active,ltd,,05-12-2024,05-12-2024,[66300],Welkin House Milton Hill Abingdon OX13 6AB,only SIC 66300 + incorporated 2024 or later
HINDOCHA CAPITAL PARTNERS LIMITED,17094704,active,ltd,,16-03-2026,16-03-2026,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
AURELIAN INVESTMENTS LTD,16765543,active,ltd,,06-10-2025,06-10-2025,[66300],21 Dunniwood Drive Dunniwood Drive Castleford England WF10 5EW,only SIC 66300 + incorporated 2024 or later
EVERMERE CAPITAL MANAGEMENT LTD,16942675,active,ltd,,05-01-2026,05-01-2026,[66300],"The Scalpel,  18th Floor London United Kingdom EC3M 7AF",only SIC 66300 + incorporated 2024 or later
FUTUREGUARD INVESTMENTS LTD,17202708,active,ltd,,06-05-2026,06-05-2026,[66300],1st Floor 8 Bridle Close Kingston Upon Thames England KT1 2JW,only SIC 66300 + incorporated 2024 or later
SKELTON FAMILY INVESTMENTS LIMITED,17211568,active,ltd,,11-05-2026,11-05-2026,[66300],"2nd Floor College House Ruislip,  United Kingdom HA4 7AE",only SIC 66300 + incorporated 2024 or later
CONCORDE PAYROLL SERVICES LTD,16616520,active,ltd,,30-07-2025,30-07-2025,[66300],3 Parkes Road Torrington England EX38 7NW,only SIC 66300 + incorporated 2024 or later
PGC BUTLER CONSULTING LTD,17215177,active,ltd,,12-05-2026,12-05-2026,[66300],"Suite 7,  2nd Floor Apple Market Hub Kingston Upon Thames United Kingdom KT1 1JD",only SIC 66300 + incorporated 2024 or later
GSMH LIMITED,17200501,active,ltd,,05-05-2026,05-05-2026,[66300],C/O Aardvark Accounting 1 Cedar Office Park Wimborne United Kingdom BH21 7SB,only SIC 66300 + incorporated 2024 or later
PRESLEY HART CAPITAL LIMITED,17131380,active,ltd,,01-04-2026,01-04-2026,[66300],35 Berkeley Square Mayfair England W1J 5BF,only SIC 66300 + incorporated 2024 or later
API CHILLINGTON INVESTMENTS LIMITED,17135103,active,ltd,,02-04-2026,02-04-2026,[66300],29 York Street London United Kingdom W1H 1EZ,only SIC 66300 + incorporated 2024 or later
ORION CAPITAL MANAGEMENT LTD,17141799,active,ltd,,07-04-2026,07-04-2026,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
BRUNO HERTIZE MANAGEMENT LIMITED,17140777,active,ltd,,07-04-2026,07-04-2026,[66300],167-169 Great Portland Street London England W1W 5PF,only SIC 66300 + incorporated 2024 or later
SIGLA LTD,16394803,active,ltd,,17-04-2025,17-04-2025,[66300],One St Peter's Square Manchester United Kingdom M2 3DE,only SIC 66300 + incorporated 2024 or later
TITAN AM LTD,17144849,active,ltd,,08-04-2026,08-04-2026,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
DRAGON GENERAL PARTNER LIMITED,17129375,active,ltd,,31-03-2026,31-03-2026,[66300],Regus House Malthouse Avenue Cardiff Wales CF23 8RU,only SIC 66300 + incorporated 2024 or later
BF HOLDINGS BLOCCO REGNO UNITO LIMITED,17166568,active,ltd,,19-04-2026,19-04-2026,[66300],30 Orange Street London England WC2H 7HF,only SIC 66300 + incorporated 2024 or later
FOCUS INDUSTRIAL PROPCO GP LIMITED,14819899,active,ltd,,21-04-2023,21-04-2023,[66300],Cinch Self Storage Woking Woking England GU21 5SB,name pattern: GP entity
STELLAR CHADWELL GP LIMITED,16660858,active,ltd,,19-08-2025,19-08-2025,[66300],C/O Stellar Asset Management Limited Liverpool United Kingdom L3 9AG,name pattern: GP entity
MALESKII LTD,17230622,active,ltd,,19-05-2026,19-05-2026,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
RE NATURE GENERAL PARTNER LTD,16440576,active,ltd,,09-05-2025,09-05-2025,[66300],Wogan House London United Kingdom W1W 7NY,only SIC 66300 + incorporated 2024 or later
PBSC LTD,17243882,active,ltd,,26-05-2026,26-05-2026,[66300],5 Wolsey House London United Kingdom NW5 2AX,only SIC 66300 + incorporated 2024 or later
ELBOW BEACH MEMBER I LIMITED,16079391,active,ltd,,14-11-2024,14-11-2024,[66300],27-29 Union Street London England SE1 1SD,name pattern: roman-numeral fund series suffix
GCPE 1 LIMITED,15872840,active,ltd,,02-08-2024,02-08-2024,[66300],15872840 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH,only SIC 66300 + incorporated 2024 or later
BORDER TO COAST EAST RIDING GP LIMITED,SC626602,active,ltd,,03-04-2019,03-04-2019,[66300],"C/O Addleshaw Goddard,  24 Edinburgh Scotland EH2 1AF",name pattern: GP entity
BORDER TO COAST EAST SUSSEX GP LIMITED,SC886919,active,ltd,,20-04-2026,20-04-2026,[66300],"C/O Addleshaw Goddard,  24 Edinburgh Scotland EH2 1AF",name pattern: GP entity
BORDER TO COAST GLOBAL VALUE-ADD REAL ESTATE GP LIMITED,SC770548,active,ltd,,24-05-2023,24-05-2023,[66300],"C/O Addleshaw Goddard,  24 Edinburgh Scotland EH2 1AF",name pattern: GP entity
BORDER TO COAST DURHAM GP LIMITED,SC626601,active,ltd,,03-04-2019,03-04-2019,[66300],C/O Addleshaw Goddard Edinburgh Scotland EH2 1AF,name pattern: GP entity
BORDER TO COAST KENT GP LIMITED,SC886926,active,ltd,,20-04-2026,20-04-2026,[66300],"C/O Addleshaw Goddard,  24 Edinburgh Scotland EH2 1AF",name pattern: GP entity
BORDER TO COAST HERTFORDSHIRE GP LIMITED,SC886925,active,ltd,,20-04-2026,20-04-2026,[66300],"C/O Addleshaw Goddard,  24 Edinburgh Scotland EH2 1AF",name pattern: GP entity
BORDER TO COAST SOUTH YORKSHIRE GP LIMITED,SC626611,active,ltd,,03-04-2019,03-04-2019,[66300],"C/O Addleshaw Goddard,  24 Edinburgh Scotland EH2 1AF",name pattern: GP entity
BORDER TO COAST TYNE & WEAR GP LIMITED,SC626610,active,ltd,,03-04-2019,03-04-2019,[66300],"C/O Addleshaw Goddard,  24 Edinburgh Scotland EH2 1AF",name pattern: GP entity
NSS VI HOLDCO LTD,17248767,active,ltd,,29-05-2026,29-05-2026,[66300],"First Floor,  50 Marshall Street London United Kingdom W1F 9BQ",name pattern: holdco
BORDER TO COAST NORTHAMPTONSHIRE GP LIMITED,SC886947,active,ltd,,20-04-2026,20-04-2026,[66300],"C/O Addleshaw Goddard,  24 Edinburgh Scotland EH2 1AF",name pattern: GP entity
STEVE MAYBURY FINANCIAL PLANNING LTD,15958302,active,ltd,,16-09-2024,16-09-2024,[66300],28 College Street Worcester England WR1 2LS,only SIC 66300 + incorporated 2024 or later
LONSDALE CAPITAL PARTNERS I LIMITED,09735130,active,ltd,,16-08-2015,16-08-2015,[66300],36 Upper Brook Street London United Kingdom W1K 7QJ,name pattern: roman-numeral fund series suffix
ASWATREALESTATE LTD,16622209,active,ltd,,01-08-2025,01-08-2025,[66300],124 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
ANTLER VENTURES UK GP I LTD,12049691,active,ltd,,13-06-2019,13-06-2019,[66300],140 Goswell Road London England EC1V 7DY,name pattern: GP entity
GUARANTCO MANAGEMENT SERVICES LIMITED,17026159,active,ltd,,11-02-2026,11-02-2026,[66300],6 Bevis Marks London England EC3A 7BA,only SIC 66300 + incorporated 2024 or later
ANTLER VENTURES UK GP II LIMITED,15529921,active,ltd,,28-02-2024,28-02-2024,[66300],140 Goswell Road London England EC1V 7DY,name pattern: GP entity
ACORN GREEN INVESTMENTS NO 5 LIMITED,17026946,active,ltd,,11-02-2026,11-02-2026,[66300],29 York Street London United Kingdom W1H 1EZ,only SIC 66300 + incorporated 2024 or later
BEPARTNER X LTD,16284287,active,ltd,,28-02-2025,28-02-2025,"[64191,66300, 84110]",128 City Road London United Kingdom EC1V 2NX,name pattern: roman-numeral fund series suffix
NIST INVESTMENTS LTD,16089624,active,ltd,,19-11-2024,19-11-2024,[66300],33 Nether Field Way Leicester England LE3 3TQ,only SIC 66300 + incorporated 2024 or later
IMPERIUM ADMINISTRATION HOLDINGS UK LIMITED,17018382,active,ltd,,06-02-2026,06-02-2026,[66300],15 Hanover Square London United Kingdom W1S 1HS,only SIC 66300 + incorporated 2024 or later
API ST CHRISTOPHER LIMITED,17035416,active,ltd,,16-02-2026,16-02-2026,[66300],29 York Street London United Kingdom W1H 1EZ,only SIC 66300 + incorporated 2024 or later
ENESEL PARTNERS LIMITED,16953313,active,ltd,,09-01-2026,09-01-2026,[66300],5 Hanover Square London - England W1S 1HE,only SIC 66300 + incorporated 2024 or later
MOONSHOT CAPITAL LTD,16949782,active,ltd,,08-01-2026,08-01-2026,[66300],11 Welbeck Street London United Kingdom W1G 9XZ,only SIC 66300 + incorporated 2024 or later
VITRUVIAN MANAGERS LIMITED,16965734,active,ltd,,15-01-2026,15-01-2026,[66300],"105 Wigmore Street,  London England W1U 1QY",only SIC 66300 + incorporated 2024 or later
INFINIUM ELECTRIC MOBILITY GP LIMITED,16971511,active,ltd,,19-01-2026,19-01-2026,[66300],42 New Broad Street London England EC2M 1JD,name pattern: GP entity
NOVION CAPITAL LIMITED,17145193,active,ltd,,09-04-2026,09-04-2026,[66300],24 Conduit Place Conduit Place London England W2 1EP,only SIC 66300 + incorporated 2024 or later
HELIOS CAPITAL PARTNERS LIMITED,16344341,active,ltd,,26-03-2025,26-03-2025,[66300],Office 7765 321-323 High Road Essex England RM6 6AX,only SIC 66300 + incorporated 2024 or later
THINKING CAPITAL PARTNERS LIMITED,17183887,active,ltd,,27-04-2026,27-04-2026,[66300],8 St. James's Square London England SW1Y 4JU,only SIC 66300 + incorporated 2024 or later
IMPERIAL ASSET MANAGEMENT GLOBAL LTD,15788293,active,ltd,,19-06-2024,19-06-2024,[66300],4 Capricorn Centre Basildon SS14 3JJ,only SIC 66300 + incorporated 2024 or later
INSULA VECTA LIMITED,16721950,active,ltd,,16-09-2025,16-09-2025,[66300],12 Bugle Street Southampton England SO14 2JY,only SIC 66300 + incorporated 2024 or later
WEALTHFUND LTD,17193359,active,ltd,,01-05-2026,01-05-2026,[66300],128 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
CMS ALDRED LIMITED,17193944,active,ltd,,01-05-2026,01-05-2026,[66300],Unit 6 Penn Street Works Amersham England HP7 0FA,only SIC 66300 + incorporated 2024 or later
QW CAPITAL LTD,17156379,active,ltd,,14-04-2026,14-04-2026,[66300],Unit 8a Wingbury Courtyard Business Village Aylesbury England HP22 4LW,only SIC 66300 + incorporated 2024 or later
SELARIS CAPITAL LTD,16448761,active,ltd,,13-05-2025,13-05-2025,[66300],25 Wilton Road London England SW1V 1LW,only SIC 66300 + incorporated 2024 or later
INVESTORS.CH LIMITED,16099711,active,ltd,,25-11-2024,25-11-2024,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
STRATON ASSET MANAGEMENT LTD,17166872,active,ltd,,19-04-2026,19-04-2026,[66300],Northgate Business Centre 38-40 Northgate Notts United Kingdom NG24 1EZ,only SIC 66300 + incorporated 2024 or later
COR INVESTMENT MANAGEMENT LIMITED,17066425,active,ltd,,03-03-2026,03-03-2026,[66300],C/O Hwb Accountants Highland House Chandlers Ford England SO53 4AR,only SIC 66300 + incorporated 2024 or later
HANOVER CARRY NOMINEE LIMITED,13277348,active,ltd,,19-03-2021,19-03-2021,[66300],21 Sackville Street London England W1S 3DN,name pattern: nominee entity
ANNAMITE CAPITAL LIMITED,15949283,active,ltd,,11-09-2024,11-09-2024,[66300],70 White Lion Street White Lion Street London England N1 9PP,only SIC 66300 + incorporated 2024 or later
RISEHEM SOCIAL LIMITED,16219259,active,ltd,,30-01-2025,30-01-2025,[66300],C/O Shaw Financial Limited London United Kingdom SW17 9SH,only SIC 66300 + incorporated 2024 or later
RISEHEM GROUP LIMITED,16209710,active,ltd,,27-01-2025,27-01-2025,[66300],C/O Shaw Financial Limited London United Kingdom SW17 9SH,only SIC 66300 + incorporated 2024 or later
QUANTUM CAPITAL VENTURES GROUP LTD,15612641,active,ltd,,03-04-2024,03-04-2024,[66300],128 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
CLAIMS GATE INVEST LTD,16199114,active,ltd,,21-01-2025,21-01-2025,[66300],110 Bishopsgate London England EC2N 4AY,only SIC 66300 + incorporated 2024 or later
ADYTON LIMITED,15940357,active,ltd,,06-09-2024,06-09-2024,[66300],163 Herne Hill London United Kingdom SE24 9LR,only SIC 66300 + incorporated 2024 or later
CHARTERIS ASSET MANAGEMENT NOMINEES LIMITED,05186604,active,ltd,,22-07-2004,22-07-2004,[66300],"Suite 10,  4th Floor Amp House Croydon England CR0 2LX",name pattern: nominee entity
CARAVELA ENERGY PARTNERS UK LTD,16122709,active,ltd,,09-12-2024,09-12-2024,[66300],Centralis 25 Western Avenue Oxfordshire United Kingdom OX14 4SH,only SIC 66300 + incorporated 2024 or later
FTSE FINANCE MANAGEMENT LTD,15865378,active,ltd,,30-07-2024,30-07-2024,[66300],37 Croydon Road Beckenham United Kingdom BR3 4AB,only SIC 66300 + incorporated 2024 or later
NSS VI HEALTHCARE 1 LTD,17276368,active,ltd,,17-06-2026,17-06-2026,[66300],"First Floor,  50 Marshall Street London United Kingdom W1F 9BQ",only SIC 66300 + incorporated 2024 or later
NSS VI HEALTHCARE 2 LTD,17290419,active,ltd,,20-06-2026,20-06-2026,[66300],"First Floor,  50 Marshall Street London United Kingdom W1F 9BQ",only SIC 66300 + incorporated 2024 or later
MREF III INTERMEDIATE GP LIMITED,12490723,active,ltd,,02-03-2020,02-03-2020,[66300],"7th Floor,  Parcels Building London United Kingdom W1U 1BU",name pattern: GP entity
MREF III GP LIMITED,08405058,active,ltd,,15-02-2013,15-02-2013,[66300],"7th Floor,  Parcels Building London United Kingdom W1U 1BU",name pattern: GP entity
3IN MIA II HOLDCO LIMITED,17283829,active,ltd,,18-06-2026,18-06-2026,[66300],1 Knightsbridge London United Kingdom SW1X 7LX,name pattern: holdco
ENTREPRENEURS FIRST FOUNDER GP (SINGAPORE) LIMITED,SC522351,active,ltd,,11-12-2015,11-12-2015,[66300],5 South Charlotte Street Edinburgh Scotland EH2 4AN,name pattern: GP entity
SK & WK INVESTMENTS LIMITED,16309779,active,ltd,,12-03-2025,12-03-2025,[66300],Low Barn Usk United Kingdom NP15 1HY,only SIC 66300 + incorporated 2024 or later
BREVAN HOWARD INVESTMENT MANAGEMENT LIMITED,15910588,active,ltd,,21-08-2024,21-08-2024,[66300],50 Broadway London England SW1H 0DB,only SIC 66300 + incorporated 2024 or later
CONORS TRADING HUB LTD,16257873,active,ltd,,17-02-2025,17-02-2025,[66300],"3rd Floor,  86-90 Paul Street London England EC2A 4NE",only SIC 66300 + incorporated 2024 or later
STREETLY DEMENTIA SUPPORT GROUP CIC,16276260,active,private-limited-guarant-nsc,community-interest-company,25-02-2025,25-02-2025,[66300],23 Egerton Road Sutton Coldfield England B74 3PQ,only SIC 66300 + incorporated 2024 or later
INSIDERS VENTURES ADVISORS LIMITED,16260673,active,ltd,,18-02-2025,18-02-2025,[66300],71-75 Shelton St London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
AQUINELLA NO.1 LIMITED,15475704,active,ltd,,09-02-2024,09-02-2024,[66300],Berkeley House Cobham United Kingdom KT11 1JG,only SIC 66300 + incorporated 2024 or later
JENTA NO.1 LIMITED,16280534,active,ltd,,27-02-2025,27-02-2025,[66300],"Berkeley House Cobham,  Surrey United Kingdom KT11 1JG",only SIC 66300 + incorporated 2024 or later
PHAURE & HAWKINS BECAUSE YOU CAN C.I.C.,15497605,active,private-limited-guarant-nsc,community-interest-company,17-02-2024,17-02-2024,[66300],2 High Street Aylesford England ME20 7BG,only SIC 66300 + incorporated 2024 or later
JAMJAR C LTD,15430576,active,ltd,,22-01-2024,22-01-2024,[66300],The Jam Pot Unit 3d Phoenix Brewery London United Kingdom W10 6SZ,only SIC 66300 + incorporated 2024 or later
EMERGE VENTURE PARTNERS (SCOTLAND) II LIMITED,SC741676,active,ltd,,18-08-2022,18-08-2022,[66300],"Fourth Floor,  7 Edinburgh Scotland EH2 3AH",name pattern: roman-numeral fund series suffix
LUNICORN INVESTMENTS LTD,16131349,active,ltd,,11-12-2024,11-12-2024,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
BARWOOD GENERAL PARTNER 2017 (NOMINEE) LIMITED,10594695,active,ltd,,01-02-2017,01-02-2017,[66300],Grafton House Towcester United Kingdom NN12 7LS,name pattern: nominee entity
UCI FP II LIMITED,NI724636,active,ltd,,13-12-2024,13-12-2024,[66300],6th Floor Glengall Exchange Belfast United Kingdom BT12 5AB,name pattern: roman-numeral fund series suffix
NE SMALLER LOANS FUND CARRIED INTEREST PARTNER LIMITED,15478366,active,ltd,,10-02-2024,10-02-2024,[66300],Unit 4 Enterprise House Kingsway Gateshead United Kingdom NE11 0SR,only SIC 66300 + incorporated 2024 or later
PC GROUP NOMINEES LIMITED,12994733,active,ltd,,03-11-2020,03-11-2020,[66300],84 South Croxted Road London England SE21 8BD,name pattern: nominee entity
INVESTGROUPA LTD,15592605,active,ltd,,25-03-2024,25-03-2024,[66300],128 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
CMAB HOLDING LTD,15504234,active,ltd,,19-02-2024,19-02-2024,[66300],128 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
GPG ADVISERS LIMITED,15713920,active,ltd,,11-05-2024,11-05-2024,[66300],Ort House London England NW1 7ET,only SIC 66300 + incorporated 2024 or later
HART ADVISORS LTD,16353107,active,ltd,,31-03-2025,31-03-2025,[66300],5-8 The Sanctuary London United Kingdom SW1P 3JS,only SIC 66300 + incorporated 2024 or later
NSII HEALTHCARE 1 LTD,16359469,active,ltd,,02-04-2025,02-04-2025,[66300],"First Floor,  50 Marshall Street London United Kingdom W1F 9BQ",only SIC 66300 + incorporated 2024 or later
GROWTH PARTNER VENTURES LIMITED,15581319,active,ltd,,21-03-2024,21-03-2024,[66300],Estate Office Priory Estate York England YO26 8ES,only SIC 66300 + incorporated 2024 or later
NSII HEALTHCARE 2 LTD,16359426,active,ltd,,02-04-2025,02-04-2025,[66300],"First Floor,  50 Marshall Street London United Kingdom W1F 9BQ",only SIC 66300 + incorporated 2024 or later
IRIC LTD,16361243,active,ltd,,02-04-2025,02-04-2025,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
M&G SOCIAL INVESTMENT GP2 LTD,15618092,active,ltd,,05-04-2024,05-04-2024,[66300],10 Fenchurch Avenue London United Kingdom EC3M 5AG,only SIC 66300 + incorporated 2024 or later
IMPERIUM ADMINISTRATION SERVICES UK LIMITED,15997889,active,ltd,,04-10-2024,04-10-2024,[66300],15 Hanover Square Mayfair London United Kingdom W1S 1HS,only SIC 66300 + incorporated 2024 or later
CLEAR BOOKINGS LTD,16376934,active,ltd,,09-04-2025,09-04-2025,[66300],Railway Arch 463 Andre Street London England E8 2AA,only SIC 66300 + incorporated 2024 or later
DIVYESH LIMITED,16401830,active,ltd,,23-04-2025,23-04-2025,[66300],2a Cambridge Road Hastings England TN34 1DJ,only SIC 66300 + incorporated 2024 or later
HK LEGACY PLANNING LTD,16407497,active,ltd,,25-04-2025,25-04-2025,[66300],1g Brighouse Road Middlesbrough England TS2 1RT,only SIC 66300 + incorporated 2024 or later
ATACAMA INVESTMENTS LIMITED,16407963,active,ltd,,25-04-2025,25-04-2025,[66300],4 The Sanctuary Surbiton United Kingdom KT6 6DU,only SIC 66300 + incorporated 2024 or later
REZONATE CAPITAL LIMITED,16381828,active,ltd,,11-04-2025,11-04-2025,[66300],Lifford Hall Lifford Lane Birmingham United Kingdom B30 3JN,only SIC 66300 + incorporated 2024 or later
ALT PRIME GLOBAL LTD,16383999,active,ltd,,13-04-2025,13-04-2025,[66300],22 Second Avenue London England W3 7RX,only SIC 66300 + incorporated 2024 or later
LONG VOL TECHNOLOGIES LTD,16389710,active,ltd,,15-04-2025,15-04-2025,[66300],Georg Fattinger West Drayton United Kingdom UB7 0LB,only SIC 66300 + incorporated 2024 or later
PROXIMUS CAPITAL PARTNERS LTD,15636094,active,ltd,,11-04-2024,11-04-2024,[66300],20 Wenlock Road London England N1 7GU,only SIC 66300 + incorporated 2024 or later
SE INVESTMENT GROUP LTD,16398369,active,ltd,,22-04-2025,22-04-2025,[66300],3 Newbridge Square Swindon United Kingdom SN1 1HN,only SIC 66300 + incorporated 2024 or later
ZENTARY LIMITED,16411529,active,ltd,,28-04-2025,28-04-2025,[66300],Imparando 56 Commercial Rd London United Kingdom E1 1LP,only SIC 66300 + incorporated 2024 or later
ICENI CAPITAL GP LIMITED,05329305,active,ltd,,11-01-2005,11-01-2005,[66300],32 Hampstead High Street null NW3 1JQ,name pattern: GP entity
MAVEN MEIF II ESEM DEBT GP LTD,SC792907,active,ltd,,19-12-2023,19-12-2023,[66300],Kintyre House Glasgow Scotland G2 2LW,name pattern: GP entity
CLUARAN CAPITAL LIMITED,16185671,active,ltd,,15-01-2025,15-01-2025,[66300],63 Oakmead Road London England SW12 9SH,only SIC 66300 + incorporated 2024 or later
CSIOF SCOTTISH INVESTOR GP LIMITED,SC321881,active,ltd,,20-04-2007,20-04-2007,[66300],"C/O Azets,  Quay 2,  139 Fountainbridge Edinburgh EH3 9QG",name pattern: GP entity
4JS INVEST LIMITED,15409371,active,ltd,,12-01-2024,12-01-2024,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
FOX ASSET MANAGEMENT LIMITED,15428634,active,ltd,,20-01-2024,20-01-2024,[66300],7 Hoo Street Neath Wales SA11 2PA,only SIC 66300 + incorporated 2024 or later
CHESHIRE AND WARRINGTON DF (GP) LIMITED,12225197,active,ltd,,24-09-2019,24-09-2019,[66300],Cheshire East Borough Council C/O Delamere House Crewe England CW1 2LL,name pattern: GP entity
R.COOPER CONSULTING LIMITED,15612725,active,ltd,,03-04-2024,03-04-2024,[66300],27 Old Gloucester Street London United Kingdom WC1N 3AX,only SIC 66300 + incorporated 2024 or later
RESURGENT CAPITAL LTD,15604496,active,ltd,,30-03-2024,30-03-2024,[66300],"21 Ellis Street Knightsbridge,  London England SW1X 9AL",only SIC 66300 + incorporated 2024 or later
EPIEIKES LTD,16426559,active,private-limited-guarant-nsc,,02-05-2025,02-05-2025,[66300],Wessex House Newton Abbot United Kingdom TQ12 4AA,only SIC 66300 + incorporated 2024 or later
AUREUM CAPITAL MANAGEMENT LTD,16431329,active,ltd,,06-05-2025,06-05-2025,[66300],20 Wenlock Road London England N1 7GU,only SIC 66300 + incorporated 2024 or later
SENTINEL-UK LIMITED,16432157,active,ltd,,06-05-2025,06-05-2025,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
GLOBAL MARKETING LTD,16757984,active,ltd,,02-10-2025,02-10-2025,[66300],128 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
SAMSY CAPITAL LIMITED,16761239,active,ltd,,03-10-2025,03-10-2025,[66300],4 Whitfield Road London England E6 1AS,only SIC 66300 + incorporated 2024 or later
OPTIMUM PENSION MANAGEMENT LTD,16761679,active,ltd,,03-10-2025,03-10-2025,[66300],128 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
EOLITH MANAGEMENT LTD,16738830,active,ltd,,24-09-2025,24-09-2025,[66300],"Unit 7a Moor Park Industrial Estate,  Tolpits Lane Watford England WD18 9SP",only SIC 66300 + incorporated 2024 or later
CONNECT VENTURES FIVE (ENGLAND) LIMITED,16743087,active,ltd,,25-09-2025,25-09-2025,[66300],4th Floor 89 Great Eastern Street London United Kingdom EC2A 3HX,only SIC 66300 + incorporated 2024 or later
LAROC COMPANY LTD,16743339,active,ltd,,25-09-2025,25-09-2025,[66300],Orchard Corner Littleworth Stroud England GL5 5AL,only SIC 66300 + incorporated 2024 or later
